단어,한국수어사전 URL,수형 사진 URL,수형 설명,수어 동영상 URL (MP4)
사용자/소비자/컨슈머,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=15526,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/258541/IMG000272575_700X466.jpg,"오른손의 1·5지 끝을 맞대어 동그라미를 만들어 끝으로 왼 손바닥을 손목에서 손끝으로 스쳐내는 동작을 두 번 반복한 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 두 번 약간 돌리며 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/269757/MOV000272574_700X466.mp4
(신체기관)장,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=14866,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/257091/IMG000270749_700X466.jpg,오른손의 1·5지 끝을 맞대어 동그라미를 만들어 손등이 위로 향하게 하여 배에 대고 ‘S’자를 그리며 내린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/265238/MOV000270748_700X466.mp4
(이가)빠지다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=12947,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151207/223773/IMG000216145_700X466.jpg,오른손의 1·5지로 이를 빼는 시늉을 한다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009755/MOV000360052_700X466.mp4
ㅇ,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=12801,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151226/234751/IMG000229730_700X466.jpg,손바닥이 밖으로 향하게 펴서 세운 오른손의 1·5지 끝을 맞대어 동그라미를 만들어 보인다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009745/MOV000360042_700X466.mp4
비리/부정,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=12648,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151207/223633/IMG000215971_700X466.jpg,두 손 각각 1·5지 끝을 맞대어 동그라미를 만들어 배 위에서 좌우로 엇갈리게 두 번 움직인다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731066/MOV000245360_700X466.mp4
문득/언뜻,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=12548,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218735/IMG000210281_700X466.jpg,오른손의 1·5지 끝을 맞대어 끝을 오른쪽 관자놀이에 대면서 머리를 오른쪽으로 약간 기울인다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009713/MOV000360023_700X466.mp4
누명,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=12538,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201223/790954/IMG000357892_700X466.jpg,"왼 주먹의 5지를 펴서 바닥이 밖으로 향하게 세우고, 1·5지를 동그랗게 붙인 오른 손으로 왼손의 5지를 덮어씌운다",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735763/MOV000241815_700X466.mp4
내다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=12531,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218875/IMG000210451_700X466.jpg,"왼손을 손등이 위로 손끝이 오른쪽으로 향하게 하고, 오른손의 1·5지 끝을 붙여 그 옆면으로 왼 손바닥을 스쳐 내려 편다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732682/MOV000241675_700X466.mp4
인상/오르다/뛰다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=9406,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151116/210739/IMG000200920_700X466.jpg,두 주먹의 1지를 펴서 끝이 위로 향하게 세워 양쪽 눈앞에서 구부렸다 폈다 하며 번갈아 오르내린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735694/MOV000235151_700X466.mp4
넘어가다/서/저물다/지다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=2700,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151205/222599/IMG000214730_700X466.jpg,오른 주먹의 1․5지를 펴서 끝을 맞대어 왼팔의 팔목 위쪽에 댔다가 밖으로 내밀며 1․5지를 편다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733701/MOV000244476_700X466.mp4
선교사,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=12184,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210217/813808/IMG000358498_700X466.jpg,"1·5지 끝을 맞대어 동그라미를 만든 두 손을 손바닥이 밖으로 향하게 하여 입 앞에 세웠다가 밖으로 내밀며 활짝 펴고, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732671/MOV000253416_700X466.mp4
사용/소비/쓰다/이용,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=15526,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/258541/IMG000272575_700X466.jpg,"오른손의 1·5지 끝을 맞대어 동그라미를 만들어 끝으로 왼 손바닥을 손목에서 손끝으로 스쳐내는 동작을 두 번 반복한 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 두 번 약간 돌리며 벌린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/269757/MOV000272574_700X466.mp4
손목시계/시계,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=12027,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190726/604500/IMG000228507_700X466.jpg,"오른손의 1·5지 끝을 맞대어 동그라미를 만들어, 손등이 위로 향하게 쥔 왼 주먹의 손목 등에 올려놓는다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/347153/MOV000302174_700X466.mp4
부끄럽다/부끄러움/수줍다/수치/창피,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=12013,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151223/233283/IMG000227722_700X466.jpg,오른손의 1·5지 끝을 맞대어 동그라미를 만들어 세워 등을 오른쪽 볼에 두 번 댔다 뗀다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632228/MOV000254200_700X466.mp4
왕비/황후/군부,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11968,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151227/235654/IMG000230912_700X466.jpg,"손등이 위로 향하게 편 왼손의 2지 옆면을 오른 주먹의 1·5지 끝으로 스쳐 올린 다음, 오른 주먹의 4지와 왼 주먹의 5지를 펴서 세워 맞댔다가 오른 주먹을 밖으로 내민다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732943/MOV000256799_700X466.mp4
계,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11955,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201203/781898/IMG000356811_700X466.jpg,1·5지 끝을 맞대어 동그라미를 만든 두 손을 가슴 앞에서 모아 맞댄다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731442/MOV000249940_700X466.mp4
전도사,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11925,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190730/605432/IMG000231795_700X466.jpg,"두 손 각각 1·5지 끝을 맞대어 동그라미를 만들어 손바닥이 밖으로 향하게 입 앞에 세웠다가 밖으로 내밀며 손을 펴는 동작을 두 번 반복한 다음, 오른 주먹의 1·2지를 펴서 2지 옆면으로 모로 세운 왼 주먹의 손목을 두 번 두드린다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/285215/MOV000283971_700X466.mp4
사탕/알사탕/캔디,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11869,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151223/233360/IMG000227924_700X466.jpg,오른손의 1·5지 끝을 맞대어 동그라미를 만들어 등을 오른뺨에 대고 밖으로 돌린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632067/MOV000254364_700X466.mp4
인정,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11778,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151228/236101/IMG000231497_700X466.jpg,"오른손의 1·5지 끝을 맞대어 동그라미를 만들어 손등이 밖으로 향하게 세웠다가, 손목을 돌려 손바닥이 밖으로 향하게 한다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735751/MOV000257255_700X466.mp4
외할아버지/외조부,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11740,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151228/235910/IMG000231265_700X466.jpg,"오른손으로 지문자 ‘외’를 표시한 다음, 손등이 밖으로 손끝이 왼쪽으로 향하게 편 오른손을 왼쪽에서 오른쪽으로 이동시키며 주먹을 쥐고 5지를 펴서 바닥이 밖으로 향하게 세운다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732942/MOV000257074_700X466.mp4
없어지다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11735,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210105/794979/IMG000358111_700X466.jpg,"두 손의 1·5지 끝을 맞대고, 손바닥이 밖으로 향하게 세워 입 앞에서 겹쳤다가 양 옆으로 벌리며 붙였던 손을 활짝 편다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735747/MOV000255297_700X466.mp4
장사/가게/상점/시장,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11699,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151230/237588/IMG000233402_700X466.jpg,두 손의 1·5지 끝을 맞대어 동그라미를 만들어 가슴 앞에서 전후로 엇갈리게 두 번 움직인다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20190918/615396/MOV000258781_700X466.mp4
잔소리/지껄이다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11696,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151226/234610/IMG000229537_700X466.jpg,"왼 주먹의 1지를 펴서 끝이 밖으로 향하게 모로 세우고, 그 위에 오른손의 1·5지 끝을 맞대어 동그라미를 만들어 끝을 대고 밖으로 내민다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735423/MOV000255656_700X466.mp4
목소리/음성/발음/목청/언성/부르다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11619,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230926/IMG000224780_700X466.jpg,오른손의 1·5지 끝을 맞대어 목에서 입으로 올려 내민다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631921/MOV000251816_700X466.mp4
기침/감기/해수,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11518,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151216/229114/IMG000222412_700X466.jpg,오른손의 1·5지 끝을 맞대어 동그라미를 만들어 턱밑 가까이에 댔다가 입을 벌리며 내민다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735052/MOV000249882_700X466.mp4
구매/구입/쇼핑/매수/매입/사다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=21046,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/272055/IMG000289414_700X466.jpg,"1·5지 끝을 맞대어 동그라미를 만든 오른손을, 손등이 위로 향하게 편 왼 손목 위에서 밖으로 내밀며 편 다음, 두 주먹의 4·5지를 펴서 끝이 위로 향하게 맞대고 세워 양옆으로 두 번 약간 돌리며 벌린다(물건을 사는 사람).",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286820/MOV000289413_700X466.mp4
어머,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11417,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151206/223039/IMG000215284_700X466.jpg,1·5지 끝을 붙인 오른손을 가슴 앞에서 5지 등을 가슴에 대면서 손을 펴며 놀라는 표정을 짓는다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735740/MOV000244866_700X466.mp4
떠들다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=11361,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210208/810620/IMG000358378_700X466.jpg,두 손 각각 1․5지 끝을 맞대어 턱 밑에서 양 손을 번갈아 네 번 내민다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735734/MOV000239713_700X466.mp4
미안,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10985,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230511/IMG000224279_700X466.jpg,오른손의 1·5지 끝을 맞대어 동그라미를 만들어 이마에 댔다가 1·5지를 펴며 내린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735049/MOV000251405_700X466.mp4
의,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10884,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151226/235121/IMG000230211_700X466.jpg,두 손의 1·5지 끝을 맞대어 동그라미를 만들어 서로 낀다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735044/MOV000256227_700X466.mp4
유익/이익/이득/이롭다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10877,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151226/234816/IMG000229842_700X466.jpg,오른손의 1·5지 끝을 맞대어 동그라미를 만들어 입에 댔다가 안으로 기울여 내린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735254/MOV000255916_700X466.mp4
외할머니/외조모,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10855,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20210106/795629/IMG000358136_700X466.jpg,"오른손으로 지문자 ‘외’를 표시한 다음, 손등이 밖으로 손끝이 왼쪽으로 향하게 편 오른손을 이마 왼쪽에서 오른쪽으로 이동시키며 주먹을 쥐고 4지를 펴서 등이 밖으로 향하게 세운다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732937/MOV000257072_700X466.mp4
(값이)오르다,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10838,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151227/235321/IMG000230499_700X466.jpg,오른손의 1·5지 끝을 맞대어 동그라미를 만들어 오른쪽으로 곡선을 그리며 올린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735040/MOV000256463_700X466.mp4
영업/상업,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10823,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151226/234926/IMG000229980_700X466.jpg,"두 손의 1·5지 끝을 맞대어 동그라미를 만들어 전후로 엇갈리게 움직인 다음, 손바닥이 위로 향하게 편 두 손을 양옆으로 맞댔다가 벌리는 동작을 두 번 반복한다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200819/731431/MOV000256033_700X466.mp4
시월,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10782,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151227/235545/IMG000230784_700X466.jpg,"왼손의 1·5지 끝을 맞대어 동그라미를 만들어 등이 안으로 향하게 하고, 오른 주먹의 1·5지 끝을 맞대어 왼손 밑에 댔다가 내리면서 벌렸다가 좁히며 내려 다시 붙인다.",http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630943/MOV000256702_700X466.mp4
수입,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=10753,수형 사진 없음,수형 설명 없음,수어 동영상 없음
수/자수,https://sldict.korean.go.kr/front/sign/signContentsView.do?origin_no=12261,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151221/232061/IMG000226236_700X466.jpg,오른 주먹의 5지를 펴서 세워 눈 오른쪽을 밖으로 두 번 스쳐 내린다.,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040278/MOV000360680_700X466.mp4
